seed,period,log10_period,brent_evaluations,analytic_period_divisor,initial_collision_sites,mean_collision_sites_30,max_collision_sites_30,nonzero_collision_steps_30,mean_step_hamming_30,unique_density_frames_31,collision_t0,collision_t1,collision_t2,collision_t3,collision_t4,collision_t5,collision_t6,collision_t7,collision_t8,collision_t9,collision_t10,collision_t11,collision_t12,collision_t13,collision_t14,collision_t15,collision_t16,collision_t17,collision_t18,collision_t19,collision_t20,collision_t21,collision_t22,collision_t23,collision_t24,collision_t25,collision_t26,collision_t27,collision_t28,collision_t29,hamming_t0,hamming_t1,hamming_t2,hamming_t3,hamming_t4,hamming_t5,hamming_t6,hamming_t7,hamming_t8,hamming_t9,hamming_t10,hamming_t11,hamming_t12,hamming_t13,hamming_t14,hamming_t15,hamming_t16,hamming_t17,hamming_t18,hamming_t19,hamming_t20,hamming_t21,hamming_t22,hamming_t23,hamming_t24,hamming_t25,hamming_t26,hamming_t27,hamming_t28,hamming_t29
880350,3405,3.532117116249,7500,5,1,1.266666666667,3,27,23.533333333333,31,1,3,0,0,2,3,1,1,1,1,2,2,1,1,0,2,1,1,1,1,1,1,2,1,1,2,1,2,1,1,24,26,22,22,26,24,22,20,22,20,22,24,26,24,26,26,26,24,26,24,22,22,22,22,26,24,24,22,24,22
880351,15,1.176091259056,30,5,0,0.266666666667,1,8,24.666666666667,13,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,24,22,24,24,24,24,26,24,24,26,26,26,26,26,24,24,22,24,24,24,24,26,24,24,26,26,26,26,26,24
880352,2685,3.428944290036,6780,5,3,1.166666666667,3,22,24.000000000000,31,3,0,0,1,2,2,1,1,1,0,2,1,0,1,0,2,0,1,2,1,2,2,0,2,1,3,2,1,1,0,22,24,24,24,24,24,22,24,26,26,26,28,26,26,24,24,22,20,22,24,26,26,24,22,22,22,24,24,24,24
880353,10,1.000000000000,25,5,0,0.200000000000,1,6,24.000000000000,9,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
880354,1310,3.117271295656,3357,5,0,0.900000000000,3,18,26.933333333333,31,0,1,1,2,1,0,0,2,1,1,0,0,2,1,1,1,1,2,2,0,0,0,3,1,0,0,0,2,2,0,26,26,26,26,28,28,28,28,26,28,28,28,26,26,24,24,24,26,28,28,28,28,28,28,28,28,28,26,26,28
880355,2010,3.303196057420,4057,5,0,0.966666666667,4,19,25.866666666667,30,0,1,1,0,2,0,1,1,1,3,0,0,0,1,3,0,1,1,0,2,1,1,1,0,4,0,2,0,1,1,28,28,28,26,24,26,26,26,26,26,28,28,28,28,24,26,26,26,26,24,28,28,24,26,24,22,24,24,24,24
880356,2535,3.403977963669,6630,5,1,0.833333333333,3,19,23.533333333333,31,1,1,0,0,1,1,1,0,0,2,0,1,0,1,1,0,3,0,1,0,1,3,1,2,0,1,1,0,1,1,22,24,26,26,26,24,26,24,24,24,24,24,26,26,22,22,24,24,22,22,22,22,22,20,22,22,22,22,24,26
880357,2870,3.457881896734,6965,5,3,0.966666666667,4,17,26.133333333333,30,3,0,0,1,0,4,1,0,1,2,0,0,0,1,2,2,1,0,1,0,3,0,0,1,1,3,0,0,1,1,26,26,26,24,26,26,26,24,26,28,28,28,28,26,24,24,24,26,28,26,28,28,28,26,24,24,26,26,28,26
880358,125,2.096910013008,252,5,0,0.733333333333,2,19,23.266666666667,30,0,1,0,0,1,1,1,1,2,1,0,1,0,0,0,0,1,0,2,1,0,1,1,1,0,1,1,1,1,2,20,20,22,22,24,24,24,22,24,22,22,24,24,24,24,24,22,22,26,24,24,24,26,24,24,24,24,22,24,22
880359,10630,4.026533264523,27013,5,2,1.200000000000,3,23,25.933333333333,31,2,1,1,2,1,2,0,1,0,1,3,1,0,1,1,1,2,1,1,2,3,2,0,1,2,3,0,0,0,1,28,26,26,22,26,26,26,26,24,26,28,24,26,28,26,26,26,26,24,24,26,26,26,24,26,26,28,28,28,26
880360,565,2.752048447819,1588,5,0,0.833333333333,2,18,24.266666666667,31,0,2,1,0,0,0,2,0,0,1,2,1,0,0,1,1,2,0,1,1,2,1,0,2,1,1,2,0,0,1,24,24,26,26,26,26,24,24,24,26,26,26,26,26,24,24,22,22,20,20,20,20,22,26,26,24,26,26,26,26
880361,60,1.778151250384,123,5,0,0.800000000000,3,18,25.866666666667,31,0,0,0,1,1,2,1,0,1,0,1,2,0,0,3,1,1,0,1,3,1,1,0,1,0,1,1,0,0,1,28,28,28,26,26,26,26,26,26,26,26,28,24,24,26,26,24,24,26,26,26,26,26,24,24,24,26,26,26,28
880362,435,2.638489256955,946,5,3,0.800000000000,3,13,24.733333333333,27,3,0,1,0,0,3,0,0,1,0,2,0,1,0,0,2,0,1,1,0,3,0,1,0,0,3,2,0,0,0,24,24,24,24,24,26,24,24,26,26,26,26,26,26,26,26,26,26,24,24,22,24,24,24,24,26,24,24,24,24
880363,1080,3.033423755487,3127,5,1,0.566666666667,2,15,24.533333333333,31,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,2,0,0,1,0,1,0,1,0,1,1,2,0,0,22,24,24,24,24,26,26,26,26,26,24,24,26,26,26,26,26,22,22,24,24,24,26,26,24,22,24,24,24,24
880364,1040,3.017033339299,3087,5,2,0.600000000000,2,15,25.000000000000,31,2,0,0,0,2,0,1,1,0,2,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,0,0,1,1,26,26,26,26,24,24,22,22,22,22,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,24,24,24,24,24
880365,35,1.544068044350,98,5,0,0.433333333333,1,13,24.066666666667,26,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,26,26,26,24,22,22,24,24,24,24,24,22,22,24,26,26,26,26,24,22,22,24,24,24,24,24,24,24,24,24
880366,3280,3.515873843712,7375,5,3,1.066666666667,3,21,26.800000000000,31,3,0,0,2,1,2,1,1,0,1,2,0,1,0,2,1,2,1,1,1,1,2,0,1,3,0,1,0,0,2,28,28,28,28,26,22,26,28,28,26,26,28,28,28,26,26,24,26,26,26,26,26,28,26,28,28,28,28,28,26
880367,2820,3.450249108319,6915,5,0,0.866666666667,3,18,26.000000000000,31,0,1,0,1,0,1,3,2,0,1,0,2,0,0,2,0,2,1,1,2,1,0,0,0,2,1,0,1,1,1,28,28,28,28,28,28,28,26,26,26,28,28,24,24,24,24,22,26,24,24,26,26,26,26,26,24,24,26,28,26
880368,20540,4.312600439261,53307,5,2,1.033333333333,3,22,25.666666666667,31,2,0,2,1,1,1,1,0,2,0,1,3,2,0,0,1,2,1,1,1,1,2,0,2,1,0,1,1,1,0,28,26,26,24,24,26,24,26,26,24,24,28,26,28,28,28,26,24,24,26,24,22,22,26,26,26,26,26,28,28
880369,2270,3.356025857193,6365,5,2,1.000000000000,3,21,26.133333333333,31,2,2,0,0,1,2,2,1,0,1,1,2,1,0,1,1,2,1,0,0,3,1,1,0,1,0,0,1,1,2,26,28,26,26,24,28,26,26,26,26,26,26,28,28,28,26,26,24,24,24,26,26,26,26,26,26,26,26,28,26
880370,1490,3.173186268412,3537,5,0,0.500000000000,2,13,23.000000000000,29,0,0,1,1,0,1,1,1,0,0,2,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,2,0,0,24,24,22,22,22,22,22,24,22,22,22,24,24,24,24,24,22,22,24,24,22,22,24,24,24,24,24,22,22,22
880371,201810,5.304942682402,463953,5,0,1.366666666667,4,23,25.866666666667,31,0,2,2,3,0,2,0,2,1,0,2,3,1,1,0,0,4,2,1,1,1,3,1,0,1,1,3,2,1,1,26,26,26,24,26,26,28,28,28,28,26,26,26,28,28,28,28,24,24,22,24,24,24,26,26,24,24,26,26,26
880372,655,2.816241299992,1678,5,1,0.666666666667,2,16,22.466666666667,28,1,0,1,2,0,0,1,2,0,0,0,1,1,0,0,1,0,1,0,0,1,1,2,1,0,0,1,2,1,0,24,22,22,24,22,22,24,22,22,22,22,20,22,22,22,22,24,22,22,22,22,22,24,24,24,24,22,24,22,20
880373,905,2.956648579205,1928,5,2,1.233333333333,3,22,25.000000000000,31,2,0,3,1,0,1,1,2,0,0,3,2,0,1,0,1,1,2,2,1,2,2,2,1,0,1,3,2,0,1,24,24,24,26,24,26,28,28,24,24,24,22,24,24,24,26,26,24,26,24,22,26,26,28,26,24,26,22,26,28
880374,2075,3.317018101048,6170,5,0,0.866666666667,2,20,25.000000000000,31,0,1,0,1,0,1,1,0,0,1,1,2,0,2,1,1,2,0,2,0,1,1,1,2,0,2,1,1,1,0,26,24,26,26,24,24,26,24,24,26,26,24,26,26,26,26,24,24,24,26,26,26,26,24,22,22,24,24,28,26
880375,25,1.397940008672,56,5,0,0.333333333333,1,10,27.533333333333,21,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,28,28,26,26,28,28,28,28,28,26,26,26,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,26,26,28
880376,3870,3.587710965019,7965,5,1,0.800000000000,3,17,25.866666666667,31,1,0,2,0,3,1,0,2,0,0,2,2,0,1,1,0,1,0,1,1,1,0,1,0,2,0,1,0,1,0,28,28,24,24,22,22,24,28,26,26,26,24,24,24,26,26,28,28,28,28,26,26,24,26,24,26,26,28,28,28
880377,45,1.653212513775,108,5,0,0.566666666667,2,13,24.466666666667,28,0,1,1,1,0,0,2,0,0,0,1,0,0,0,0,1,2,0,1,0,0,1,2,0,1,0,0,2,1,0,24,24,24,24,24,24,24,26,26,26,26,24,24,24,24,24,26,24,24,24,24,24,24,24,24,24,24,26,24,26
880378,20,1.301029995664,51,5,1,0.700000000000,1,21,23.533333333333,19,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,24,24,24,24,24,22,22,24,24,24,22,24,24,24,24,22,22,24,24,24,24,24,24,24,24,22,22,24,24,24
880379,715,2.854306041801,1738,5,0,0.833333333333,2,19,25.133333333333,31,0,1,1,0,0,1,0,1,0,1,1,1,2,1,2,1,0,1,0,2,1,0,2,1,0,0,0,2,2,1,24,24,26,26,26,26,26,24,24,24,24,24,24,24,24,26,26,26,28,28,26,26,26,24,24,24,24,24,26,26
880380,1425,3.153814864345,3472,5,1,0.933333333333,3,20,26.000000000000,31,1,0,0,1,1,3,1,1,1,0,2,1,1,2,0,0,0,1,1,0,2,0,0,1,1,1,0,2,2,2,28,28,28,26,26,24,22,24,26,26,26,26,26,28,28,28,28,28,24,24,26,26,26,28,28,24,24,26,24,24
880381,1890,3.276461804173,3937,5,1,0.833333333333,2,20,25.933333333333,29,1,1,2,0,1,1,1,0,0,2,0,1,0,0,2,1,1,1,0,2,1,1,1,0,0,1,1,1,0,2,26,26,26,24,24,28,28,28,28,26,24,26,26,26,24,26,26,24,26,26,26,24,26,26,26,26,28,26,26,26
880382,20,1.301029995664,51,5,1,0.300000000000,1,9,23.000000000000,17,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,22,22,22,22,22,24,24,24,24,24,22,22,24,24,24,24,24,22,22,22,22,22,22,22,22,24,24,24,24,24
880383,5570,3.745855195174,13761,5,1,1.233333333333,3,24,23.466666666667,31,1,1,3,1,0,2,1,1,1,2,2,1,1,1,1,3,0,2,2,2,1,1,2,0,0,1,0,2,0,2,24,28,26,22,22,24,24,22,24,22,24,22,22,22,20,20,22,24,26,22,22,24,26,26,26,26,26,22,22,22
880384,4575,3.660391098402,12766,5,1,0.700000000000,2,17,25.266666666667,29,1,1,2,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,2,1,1,1,2,0,0,1,0,2,1,0,22,22,20,22,24,24,26,26,28,28,28,28,28,26,26,26,24,24,24,24,24,24,28,26,26,26,24,24,28,28
880385,13385,4.126618375523,29768,5,0,1.100000000000,4,23,26.200000000000,31,0,1,1,1,1,1,1,0,3,1,1,1,1,1,0,1,1,1,2,1,1,2,0,4,0,0,1,0,4,1,28,28,28,26,24,26,28,28,28,26,22,24,26,26,26,28,24,22,26,26,26,24,26,26,28,28,28,28,28,24
880386,21275,4.327869568757,54042,5,2,0.933333333333,3,21,26.466666666667,29,2,1,0,3,0,0,0,2,1,0,1,1,2,1,1,1,0,1,1,1,1,0,2,1,1,0,0,2,1,1,28,24,26,24,26,26,26,26,26,28,28,28,26,26,26,28,28,26,26,28,26,26,26,26,28,28,28,26,24,26
880387,140,2.146128035678,395,5,0,0.633333333333,2,17,23.866666666667,29,0,1,0,1,0,1,1,0,1,2,0,1,0,0,1,1,0,0,0,1,1,1,0,0,2,0,1,1,1,1,24,24,24,24,24,24,24,22,22,24,24,24,26,26,26,26,26,26,26,24,24,26,24,24,26,22,20,20,20,20
880388,525,2.720159303406,1548,5,0,0.800000000000,3,16,27.066666666667,31,0,0,0,0,2,1,1,0,1,0,3,0,1,0,0,3,1,1,1,1,2,0,0,2,0,2,0,0,1,1,28,28,28,28,26,26,26,28,26,26,26,28,28,28,28,28,26,22,26,28,28,28,28,26,26,26,28,28,28,28
880389,4820,3.683047038239,13011,5,1,1.066666666667,4,18,24.800000000000,30,1,0,0,3,1,0,1,1,2,1,1,0,0,4,0,0,0,0,4,1,1,1,0,4,1,0,1,0,2,2,28,26,26,26,26,24,26,26,24,22,24,22,22,26,26,26,26,26,26,22,20,20,20,24,24,26,28,28,26,28
880390,15,1.176091259056,30,5,1,0.400000000000,1,12,22.000000000000,14,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
880391,60,1.778151250384,123,5,1,0.366666666667,1,11,24.466666666667,27,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,22,24,24,26,26,26,26,26,24,24,26,24,24,24,24,24,26,26,26,26,26,24,24,24,24,22,22,24,24,22
880392,1155,3.062581984228,3202,5,1,0.766666666667,2,16,24.866666666667,31,1,1,0,2,0,0,1,0,2,0,2,0,0,2,1,0,1,0,2,0,1,2,0,1,1,0,1,0,2,0,22,22,24,26,26,26,26,26,22,24,24,24,24,28,26,26,24,26,24,24,24,26,24,24,26,26,26,26,26,24
880393,12215,4.086893471309,28598,5,0,1.033333333333,3,22,26.466666666667,31,0,1,2,2,1,1,2,1,0,1,2,1,0,1,1,2,1,1,2,1,2,0,1,0,1,0,3,1,0,0,26,26,28,26,26,26,26,26,26,26,28,26,26,26,28,24,24,24,26,26,28,28,28,28,26,26,26,28,28,28
880394,50,1.698970004336,113,5,1,0.566666666667,2,15,24.266666666667,26,1,0,1,0,0,1,0,1,1,0,0,0,1,2,1,0,0,0,1,1,1,0,1,0,0,1,0,1,2,0,22,24,24,26,26,26,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,26,26,24,24,24,22,22,26,26
880395,80,1.903089986992,207,5,1,0.900000000000,2,23,26.400000000000,30,1,2,0,1,0,1,2,0,2,1,1,0,1,1,1,1,2,0,1,0,1,1,1,1,1,1,1,0,1,1,24,26,28,28,28,28,26,24,24,28,26,26,28,28,26,26,26,28,28,28,28,28,26,26,28,26,24,24,24,24
880396,8705,3.939768775453,25088,5,3,1.400000000000,4,23,23.600000000000,31,3,2,2,0,0,1,3,1,2,1,2,4,1,1,1,0,2,0,2,0,0,2,2,1,3,1,0,2,1,2,24,26,26,28,28,26,24,24,18,20,20,20,22,22,26,26,24,24,22,24,24,26,24,24,20,22,24,24,22,24
880397,10330,4.014100321520,26713,5,2,0.966666666667,2,22,26.333333333333,30,2,1,0,1,0,2,1,0,2,0,1,1,0,2,1,1,1,1,2,1,0,2,1,2,0,1,0,1,1,1,26,28,28,28,26,28,26,26,28,28,28,28,28,26,26,24,24,24,26,24,24,24,26,26,28,28,26,26,28,24
880398,15,1.176091259056,30,5,0,0.266666666667,1,8,21.333333333333,13,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,20,22,22,22,22,22,22,22,22,22,22,20,20,20,20,20,22,22,22,22,22,22,22,22,22,22,20,20,20,20
880399,80,1.903089986992,207,5,0,0.400000000000,1,12,24.000000000000,29,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,26,26,26,24,22,22,22,22,22,24,24,26,26,26,26,26,24,24,24,22,22,24,24,24,24,24,22,24,24,24
880400,60,1.778151250384,123,5,1,0.766666666667,2,21,25.000000000000,31,1,1,1,1,1,1,1,0,1,0,2,0,1,0,0,1,0,1,1,2,0,1,1,0,1,1,1,1,1,0,28,28,26,26,24,26,26,24,22,24,22,24,24,26,26,26,24,24,24,24,24,24,26,26,24,24,24,26,26,28
880401,1345,3.128722284338,3392,5,2,0.933333333333,2,23,22.800000000000,31,2,0,1,1,1,1,1,0,1,2,0,1,1,1,1,1,0,1,2,0,1,1,1,2,1,0,1,0,2,1,22,24,24,22,24,24,24,24,24,22,22,20,20,22,24,24,24,24,24,24,22,20,22,24,24,24,24,22,18,22
880402,10,1.000000000000,25,5,0,0.200000000000,1,6,22.000000000000,9,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,22,22,22,24,22,22,22,22,20,22,22,22,22,24,22,22,22,22,20,22,22,22,22,24,22,22,22,22,20,22
880403,12740,4.105169427999,29123,5,0,0.800000000000,3,17,23.800000000000,31,0,0,0,3,0,1,0,1,2,0,1,1,2,0,1,0,2,1,1,0,2,0,0,2,1,1,0,0,1,1,24,24,24,20,22,20,20,20,24,22,24,28,26,22,24,22,18,20,22,24,28,28,28,26,24,24,26,26,26,28
880404,3995,3.601516783650,8090,5,0,0.800000000000,3,17,24.666666666667,31,0,1,2,0,0,2,1,0,0,2,0,1,1,0,1,0,1,2,0,0,1,3,0,1,2,0,1,1,0,1,28,26,26,22,22,24,28,28,28,26,24,24,26,26,26,24,26,26,26,26,28,24,20,20,24,20,22,24,24,22
880405,195,2.290034611363,450,5,1,0.933333333333,2,24,24.600000000000,31,1,0,0,1,1,1,1,1,1,1,0,1,2,1,0,1,2,1,1,0,1,1,1,1,2,1,0,2,1,1,22,24,24,26,26,26,24,22,22,26,24,24,26,24,22,22,22,24,24,26,26,28,26,26,28,26,26,24,24,24
880406,31675,4.500716623555,64442,5,0,0.933333333333,3,18,26.133333333333,31,0,2,2,0,0,1,3,0,0,2,0,2,1,2,1,2,0,0,0,2,1,1,0,2,1,1,0,1,1,0,28,28,28,28,28,28,28,24,24,26,24,24,26,22,24,24,26,26,26,26,28,28,26,24,26,24,26,28,28,28
880407,1595,3.202760687393,3642,5,1,0.966666666667,3,17,26.066666666667,28,1,2,0,3,0,1,0,0,3,0,1,2,0,1,0,1,2,0,3,0,2,0,0,1,0,2,1,0,2,1,28,24,24,22,26,26,26,26,28,24,24,28,28,28,28,28,24,24,22,26,26,28,28,28,26,26,26,26,28,26
880408,5510,3.741151598852,13701,5,1,0.866666666667,3,18,25.133333333333,31,1,0,0,3,1,1,1,0,2,0,0,2,2,2,2,0,0,0,1,1,0,1,2,0,0,0,1,1,1,1,26,24,24,24,24,26,24,24,24,22,22,24,24,26,28,28,28,28,26,24,24,24,26,26,26,26,26,26,26,24
880409,31445,4.497551599065,64212,5,2,1.200000000000,2,25,23.933333333333,31,2,2,1,0,2,2,1,0,1,2,1,0,1,1,1,2,1,2,0,1,1,1,2,2,1,2,0,1,2,1,24,22,22,22,22,24,26,24,26,28,26,24,26,24,22,20,24,24,24,24,24,22,22,22,24,26,28,26,24,22
880410,410,2.612783856720,921,5,0,0.833333333333,3,17,24.333333333333,31,0,1,1,0,2,0,0,1,2,1,0,2,0,1,0,0,2,1,0,2,0,1,0,1,3,0,1,0,1,2,26,26,26,26,28,28,28,26,26,22,22,26,22,22,22,22,26,24,24,26,26,26,24,24,24,20,20,22,22,24
880411,1380,3.139879086401,3427,5,1,0.766666666667,2,18,24.533333333333,31,1,1,0,0,0,2,0,0,1,1,1,1,2,0,1,2,0,0,1,0,1,2,2,0,0,1,0,1,1,1,24,28,28,28,28,26,26,26,28,28,26,24,24,22,20,26,24,24,26,24,24,24,22,22,22,24,22,22,22,22
880412,37365,4.572464986592,102900,5,3,1.333333333333,4,24,25.200000000000,31,3,1,1,0,1,1,1,1,2,1,2,0,0,3,1,2,1,0,3,0,2,0,1,2,1,2,1,2,4,1,24,28,28,28,28,26,26,28,26,26,28,26,26,28,24,24,24,24,24,26,24,28,28,28,24,20,18,20,20,24
880413,435,2.638489256955,946,5,3,0.966666666667,3,22,25.466666666667,30,3,2,1,0,0,0,2,1,1,1,1,0,1,1,2,1,0,1,0,2,2,1,1,0,1,1,1,1,0,1,26,26,26,26,26,26,24,24,26,28,28,28,28,26,24,24,24,26,24,26,26,24,24,24,24,24,24,26,26,26
880414,30,1.477121254720,61,5,0,0.533333333333,1,16,26.000000000000,28,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
880415,140,2.146128035678,395,5,1,0.800000000000,3,17,26.000000000000,29,1,2,0,1,1,0,1,0,1,1,0,1,0,2,0,1,3,0,0,0,0,3,0,1,0,1,1,0,2,1,26,26,26,26,26,24,24,24,24,26,26,26,26,26,24,24,28,28,28,28,28,26,26,26,28,28,26,26,26,24
880416,7580,3.879669205632,15771,5,2,1.033333333333,3,20,24.800000000000,30,2,0,0,1,2,1,1,0,1,1,1,1,1,2,2,1,3,0,0,0,0,3,0,0,2,1,2,0,2,1,28,26,26,28,24,26,26,26,24,22,22,24,26,24,24,24,24,26,26,26,26,26,24,24,26,26,24,22,22,22
880417,145,2.161368002235,400,5,0,0.866666666667,2,17,27.400000000000,29,0,2,0,0,1,0,2,2,0,2,1,0,1,0,2,1,1,1,0,1,0,2,0,0,2,0,1,2,0,2,28,28,28,28,28,28,28,28,26,26,28,28,28,28,26,24,26,26,28,28,28,28,28,28,28,28,28,28,26,26
880418,100,2.000000000000,227,5,0,0.666666666667,2,16,26.266666666667,31,0,1,1,1,0,2,1,0,0,1,0,2,1,0,1,0,2,1,1,0,0,0,2,1,0,0,0,1,1,0,28,28,28,26,26,26,28,28,28,28,26,26,24,24,24,26,24,26,26,26,26,26,26,24,26,26,26,26,28,28
880419,10,1.000000000000,25,5,1,0.400000000000,1,12,27.000000000000,10,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,26,26,26,26,26,28,28,28,28,28,26,26,26,26,26,28,28,28,28,28,26,26,26,26,26,28,28,28,28,28
880420,230,2.361727836018,485,5,1,0.633333333333,1,19,23.266666666667,29,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,22,22,22,22,24,24,24,24,24,24,26,26,26,26,24,20,20,22,24,24,24,24,22,22,22,24,24,22,22,22
880421,6725,3.827692288674,14916,5,1,1.100000000000,4,19,25.400000000000,30,1,2,0,2,2,0,0,0,2,2,0,2,0,1,2,1,0,2,1,4,0,1,0,0,3,2,1,0,1,1,24,24,24,24,28,28,28,28,26,22,24,26,26,26,28,24,24,22,20,22,26,26,28,28,28,26,26,24,26,26
880422,60,1.778151250384,123,5,1,0.633333333333,2,17,25.000000000000,27,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,2,0,0,0,0,2,1,1,1,0,1,24,24,24,24,24,24,26,26,26,26,26,24,26,26,26,26,26,24,24,26,26,26,26,26,24,24,24,24,24,24
880423,2255,3.353146546214,6350,5,1,0.900000000000,3,21,25.266666666667,30,1,0,1,1,1,0,1,0,1,0,1,2,0,0,1,1,1,1,1,1,2,0,1,3,0,0,1,2,2,1,22,24,26,28,26,28,28,28,28,26,26,28,28,28,28,24,24,24,24,26,26,22,22,22,22,22,24,24,26,24
880424,30,1.477121254720,61,5,1,0.733333333333,2,20,26.333333333333,27,1,1,1,0,1,1,0,1,0,1,2,1,0,0,1,1,1,0,0,1,2,1,0,1,1,1,0,0,1,1,24,26,26,28,28,28,28,28,26,26,28,28,28,28,28,28,28,28,28,28,26,24,24,24,24,24,24,24,24,24
880425,305,2.484299839347,816,5,1,0.766666666667,2,18,26.133333333333,30,1,0,1,2,0,0,2,0,0,0,2,0,0,1,0,1,2,0,1,1,0,1,1,1,1,1,1,1,2,0,26,26,26,28,24,24,28,28,28,28,28,26,26,28,26,26,26,26,26,28,26,26,28,24,24,24,24,24,26,26
880426,28800,4.459392487759,61567,5,1,1.200000000000,3,24,26.000000000000,31,1,2,1,2,2,1,0,2,2,1,1,1,2,0,1,2,1,0,0,1,3,0,1,1,2,2,0,1,1,2,24,26,26,22,26,24,24,26,26,26,26,26,26,26,26,28,28,28,28,28,26,26,26,28,24,24,26,26,28,26
880427,445,2.648360010981,956,5,1,0.733333333333,2,19,25.933333333333,31,1,1,1,1,0,1,1,0,1,1,2,1,1,0,0,1,1,0,2,0,0,1,0,1,1,1,2,0,0,0,26,26,26,28,28,28,28,26,24,24,22,24,26,26,26,26,24,24,26,26,26,26,26,26,28,28,26,26,26,26
880428,8250,3.916453948550,24633,5,3,1.033333333333,3,19,23.733333333333,31,3,1,1,1,1,1,0,1,0,2,3,0,0,1,1,2,0,0,3,0,1,2,0,1,0,0,2,0,3,1,22,24,24,24,26,24,24,22,22,20,22,26,26,26,26,26,22,22,24,22,22,26,24,26,26,26,22,22,20,24
880429,575,2.759667844690,1598,5,0,0.866666666667,3,20,25.133333333333,31,0,1,0,1,1,0,2,0,0,3,2,1,1,1,0,0,1,1,1,1,1,2,0,0,2,1,0,1,1,1,24,24,26,26,24,24,28,26,26,28,26,24,24,26,26,26,26,26,24,22,24,24,24,24,26,24,24,24,26,28
880430,155,2.190331698170,410,5,1,0.466666666667,1,14,23.466666666667,30,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,22,24,22,24,24,24,24,24,24,22,22,22,22,22,24,26,24,24,26,24,24,24,24,24,24,22,22,22,24,24
880431,70,1.845098040014,197,5,1,0.700000000000,2,19,27.533333333333,29,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,2,0,0,0,1,2,0,1,0,1,1,0,1,0,28,26,26,26,24,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,26,26,28,28,28,28,28,28,28,28
880432,2485,3.395326393069,6580,5,1,0.933333333333,3,20,25.533333333333,31,1,1,1,0,2,2,0,1,1,1,0,0,0,2,1,1,1,1,0,1,0,1,2,3,0,0,1,2,2,0,26,24,22,22,22,22,24,24,28,28,28,28,28,28,26,26,26,28,28,28,26,26,24,24,24,24,26,26,26,24
880433,16820,4.225825991462,49587,5,0,1.300000000000,3,24,25.333333333333,31,0,0,2,2,2,1,1,1,0,2,2,2,1,2,3,2,1,0,1,2,2,1,0,1,1,3,1,0,1,2,24,24,26,26,22,24,26,28,28,26,26,24,22,28,24,24,24,26,26,26,28,28,28,26,26,22,22,24,26,26
