seed,period,log10_period,brent_evaluations,analytic_period_divisor,initial_collision_sites,mean_collision_sites_30,max_collision_sites_30,nonzero_collision_steps_30,mean_step_hamming_30,unique_density_frames_31,collision_t0,collision_t1,collision_t2,collision_t3,collision_t4,collision_t5,collision_t6,collision_t7,collision_t8,collision_t9,collision_t10,collision_t11,collision_t12,collision_t13,collision_t14,collision_t15,collision_t16,collision_t17,collision_t18,collision_t19,collision_t20,collision_t21,collision_t22,collision_t23,collision_t24,collision_t25,collision_t26,collision_t27,collision_t28,collision_t29,hamming_t0,hamming_t1,hamming_t2,hamming_t3,hamming_t4,hamming_t5,hamming_t6,hamming_t7,hamming_t8,hamming_t9,hamming_t10,hamming_t11,hamming_t12,hamming_t13,hamming_t14,hamming_t15,hamming_t16,hamming_t17,hamming_t18,hamming_t19,hamming_t20,hamming_t21,hamming_t22,hamming_t23,hamming_t24,hamming_t25,hamming_t26,hamming_t27,hamming_t28,hamming_t29
880096,35,1.544068044350,98,5,0,0.533333333333,2,15,21.800000000000,29,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,2,0,1,0,1,0,20,20,22,22,22,22,22,22,20,20,22,24,24,24,24,22,22,20,22,22,22,20,18,20,20,22,22,24,24,24
880097,25,1.397940008672,56,5,0,0.466666666667,2,12,20.933333333333,23,0,1,1,0,0,0,1,2,0,0,0,0,2,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,20,22,22,22,22,22,20,20,20,20,20,20,20,20,20,20,22,22,22,22,22,20,20,20,20,20,22,22,22,22
880098,50,1.698970004336,113,5,1,0.666666666667,2,17,27.000000000000,30,1,0,1,0,0,1,0,2,1,0,0,1,2,0,0,1,1,1,1,0,1,1,1,2,0,0,0,1,1,0,26,26,26,26,26,26,26,26,28,28,28,28,28,26,26,28,28,28,26,26,26,26,26,28,28,28,28,28,28,28
880099,130,2.113943352307,385,5,1,0.733333333333,2,19,24.600000000000,31,1,0,2,0,1,1,1,2,1,0,0,0,1,1,0,0,1,2,1,1,0,1,1,1,1,1,0,0,1,0,26,26,24,26,26,26,26,26,24,24,24,24,24,24,24,24,24,24,28,28,26,26,24,22,20,22,24,24,24,24
880100,95425,4.979662168621,226496,5,2,1.500000000000,4,25,25.266666666667,31,2,0,0,1,2,2,1,1,2,2,2,1,3,0,0,4,2,1,2,2,1,3,0,2,1,1,1,1,3,2,26,28,28,26,24,22,22,20,24,24,24,28,28,22,22,28,26,24,28,28,26,24,26,24,28,26,26,24,26,26
880101,4860,3.686636269262,13051,5,0,0.666666666667,2,19,24.733333333333,31,0,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,2,0,22,22,26,26,26,26,26,26,26,26,26,26,24,22,24,24,24,24,24,26,24,26,24,26,24,26,24,24,24,24
880102,2815,3.449478399187,6910,5,2,0.900000000000,3,19,25.733333333333,31,2,1,1,0,0,2,0,1,0,1,3,2,1,1,2,1,0,1,2,0,0,1,0,1,0,0,2,1,1,0,22,24,24,26,26,26,26,26,24,24,26,26,26,24,24,24,24,26,26,26,26,28,28,28,26,26,26,28,28,28
880103,165,2.217483944214,420,5,0,0.766666666667,2,19,22.333333333333,30,0,0,0,2,1,1,0,2,1,1,1,0,0,1,1,1,0,2,1,1,1,1,0,0,0,2,0,1,1,1,24,24,24,22,24,20,22,20,20,20,24,24,24,24,24,20,20,22,22,20,24,24,24,24,24,20,18,20,24,24
880104,13705,4.136879039876,30088,5,1,1.433333333333,3,26,24.933333333333,31,1,1,2,3,0,1,1,2,1,0,1,2,1,3,0,2,1,2,1,2,0,2,1,2,1,3,1,1,3,2,22,22,24,26,28,28,28,26,26,28,28,26,24,20,22,22,24,20,22,20,24,24,28,26,28,28,26,22,28,28
880105,25165,4.400796934733,57932,5,1,1.400000000000,3,26,25.466666666667,31,1,1,2,2,1,1,1,2,2,0,1,2,2,0,1,2,1,1,1,0,2,2,2,2,2,2,0,3,2,1,28,26,26,28,28,26,26,26,26,26,26,26,24,26,26,26,24,24,24,26,26,26,26,24,26,26,22,22,24,24
880106,10,1.000000000000,25,5,0,0.400000000000,1,12,26.000000000000,10,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
880107,50,1.698970004336,113,5,0,0.766666666667,3,18,26.400000000000,30,0,1,1,2,1,0,0,1,2,1,0,1,1,3,0,0,1,0,1,1,0,2,1,0,0,0,1,1,1,0,26,28,26,26,26,24,24,26,26,26,26,24,26,26,26,26,28,26,26,24,24,28,28,28,28,28,28,28,28,28
880108,775,2.889301702506,1798,5,0,0.833333333333,3,18,24.000000000000,31,0,2,1,1,0,0,2,1,1,1,1,1,0,0,0,1,2,3,1,0,0,1,1,1,0,0,2,2,0,0,24,24,24,24,22,22,24,20,20,20,22,24,24,24,24,24,22,24,24,26,26,26,26,28,26,26,28,24,24,24
880109,4215,3.624797578961,12406,5,0,0.733333333333,2,21,26.466666666667,29,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,2,1,0,1,1,0,1,0,1,1,0,1,1,26,26,28,28,26,26,26,24,24,24,26,28,28,28,28,26,26,28,28,26,26,26,26,26,28,28,28,26,26,24
880110,20,1.301029995664,51,5,0,0.400000000000,1,12,25.533333333333,18,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,26,26,26,26,24,24,26,26,26,26,26,24,24,24,26,26,26,26,26,26,26,26,26,26,24,24,26,26,26,26
880111,23500,4.371067862272,56267,5,0,0.766666666667,2,18,26.400000000000,31,0,1,1,0,1,2,0,1,0,2,0,1,1,0,2,1,1,1,1,1,0,0,2,1,0,0,2,0,0,1,26,26,26,26,26,28,28,26,26,24,26,26,26,26,26,24,26,26,26,26,26,26,28,28,28,28,28,26,26,28
880112,35,1.544068044350,98,5,1,0.466666666667,1,14,22.400000000000,24,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,24,22,22,22,22,20,22,22,22,22,24,22,22,24,24,24,24,24,22,22,20,22,22,22,22,24,22,22,22,22
880113,1055,3.023252459634,3102,5,1,0.833333333333,3,17,26.133333333333,31,1,1,0,1,0,2,1,0,0,1,2,0,0,2,0,1,2,0,1,0,2,1,0,0,1,3,2,0,0,1,26,26,28,26,26,26,28,26,26,28,28,24,24,24,24,24,28,28,28,26,26,28,26,26,28,28,26,24,24,24
880114,80,1.903089986992,207,5,1,0.666666666667,2,15,24.533333333333,29,1,2,0,2,0,0,0,1,1,1,0,0,0,1,1,0,0,1,2,0,1,2,0,2,0,1,0,0,1,0,22,22,22,26,26,26,26,24,24,24,26,26,26,26,26,24,24,26,26,22,22,22,22,24,24,24,26,26,26,26
880115,160,2.204119982656,415,5,2,0.766666666667,3,14,26.600000000000,28,2,2,0,0,0,3,0,0,0,0,3,2,0,1,0,2,0,1,0,0,1,1,1,1,0,2,1,0,0,0,26,28,28,28,28,26,26,26,26,26,28,26,26,26,28,26,26,26,26,26,26,26,26,26,24,26,28,28,28,28
880116,15,1.176091259056,30,5,1,0.266666666667,1,8,20.666666666667,13,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,20,20,20,20,20,20,20,22,22,22,22,22,20,20,20,20,20,20,20,20,20,20,22,22,22,22,22,20,20,20
880117,480,2.681241237376,991,5,0,0.733333333333,2,18,24.800000000000,29,0,1,1,0,1,0,1,2,1,0,0,0,2,1,1,0,1,1,0,1,0,1,2,1,1,0,0,0,1,2,24,24,24,24,24,22,24,22,24,26,26,26,28,26,24,24,24,24,24,24,22,24,22,24,26,28,28,28,28,26
880118,5290,3.723455672035,13481,5,0,1.100000000000,3,23,27.200000000000,31,0,1,0,1,3,1,1,1,2,0,1,0,0,2,1,2,1,1,1,3,1,1,1,0,2,2,2,0,1,1,28,28,28,28,28,26,26,26,28,28,28,28,28,26,26,26,28,26,28,28,26,28,28,26,26,28,26,28,26,28
880119,650,2.812913356643,1673,5,0,0.866666666667,2,20,24.333333333333,31,0,2,0,1,1,2,1,1,2,2,1,0,1,0,0,2,1,0,1,1,1,0,1,1,1,0,0,0,2,1,24,24,22,22,22,22,22,22,26,26,24,24,26,24,24,26,24,26,26,28,26,26,24,26,24,24,24,24,24,24
880120,10,1.000000000000,25,5,0,0.400000000000,1,12,17.800000000000,10,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,18,18,16,16,18,16,18,20,20,18,18,18,16,16,18,16,18,20,20,18,18,18,16,16,18,16,18,20,20,18
880121,27755,4.443341231668,60522,5,2,1.400000000000,3,25,24.466666666667,31,2,1,0,3,1,2,1,1,3,2,0,1,1,2,2,1,2,3,1,1,2,0,0,1,2,1,0,2,2,2,26,26,26,26,24,24,22,22,22,24,26,26,28,26,24,24,22,22,22,22,24,28,28,28,26,24,22,22,24,24
880122,82140,4.914554698518,213211,5,2,0.966666666667,4,18,24.200000000000,31,2,0,0,1,2,1,0,0,1,4,1,0,0,0,3,2,0,1,1,1,0,2,0,2,0,1,1,1,0,2,26,26,26,26,24,22,22,22,20,24,24,24,24,24,22,24,24,26,26,24,24,22,24,22,24,26,28,26,26,24
880123,6315,3.800373354891,14506,5,1,0.866666666667,2,20,22.466666666667,31,1,0,0,1,2,1,0,0,1,1,1,1,2,0,2,0,0,1,1,2,1,1,1,0,1,0,1,2,0,2,22,24,24,24,24,24,24,24,26,24,22,24,22,22,22,24,24,22,20,22,18,20,22,22,22,22,22,18,22,22
880124,5375,3.730378468588,13566,5,1,1.266666666667,4,21,26.000000000000,31,1,2,1,0,1,3,1,1,0,1,3,0,1,0,1,4,1,0,0,1,3,3,3,0,1,0,1,3,2,0,26,26,26,26,26,26,26,26,28,28,24,26,26,24,24,26,28,28,28,28,24,22,26,28,28,28,26,26,22,24
880125,415,2.618048096712,926,5,2,1.033333333333,3,21,25.800000000000,31,2,0,0,2,0,2,2,1,1,0,1,1,0,1,1,2,1,0,1,1,3,0,0,1,1,3,0,1,1,2,28,26,26,24,24,24,26,28,28,28,28,28,26,26,28,28,28,28,26,24,24,24,24,24,26,26,24,24,24,22
880126,2090,3.320146286111,6185,5,2,1.066666666667,3,21,25.600000000000,31,2,2,2,2,0,1,1,1,1,0,2,0,1,1,0,1,0,3,1,0,0,2,2,0,0,1,3,1,1,1,22,22,24,24,26,28,28,28,26,24,26,26,26,26,26,24,24,24,28,26,26,26,26,26,26,28,28,26,22,26
880127,26225,4.418715496866,58992,5,0,1.300000000000,4,25,25.866666666667,31,0,1,2,1,2,2,2,3,1,1,0,0,2,1,1,1,1,2,2,2,0,1,1,1,2,1,1,4,0,1,28,28,28,28,26,28,24,26,28,26,26,26,26,24,26,26,28,24,22,22,24,26,28,28,28,22,24,24,26,26
880128,125,2.096910013008,252,5,3,0.866666666667,3,16,24.266666666667,31,3,0,2,0,1,1,0,1,0,2,2,0,1,0,0,2,0,3,0,1,0,1,1,0,0,0,1,2,0,2,22,20,18,22,24,26,26,26,24,24,24,24,26,26,26,22,22,22,26,24,26,26,28,26,26,26,26,22,24,24
880129,13775,4.139091607524,30158,5,0,1.100000000000,4,17,24.066666666667,31,0,0,4,0,3,0,0,3,0,2,1,0,4,0,1,3,0,2,1,2,0,0,2,1,1,1,1,0,1,0,28,28,20,22,22,24,24,28,24,24,22,22,26,20,20,22,24,24,28,28,24,24,28,24,22,22,22,24,26,26
880130,110,2.041392685158,237,5,0,0.566666666667,2,14,21.666666666667,30,0,0,0,1,1,0,0,1,0,2,0,1,2,0,1,1,0,1,0,1,1,0,0,0,2,1,1,0,0,0,22,22,22,22,22,22,22,20,20,22,20,20,20,22,22,24,22,20,20,18,20,22,22,22,24,22,22,24,24,24
880131,2620,3.418301291320,6715,5,1,0.900000000000,4,12,26.533333333333,27,1,0,0,2,1,1,1,0,4,0,0,0,0,4,0,0,1,0,3,0,0,1,0,4,0,0,0,0,4,0,28,28,28,28,26,28,24,26,24,26,26,26,26,28,26,26,28,26,28,28,28,26,26,24,26,26,26,26,28,26
880132,10450,4.019116290447,26833,5,2,0.800000000000,2,19,26.533333333333,30,2,1,1,2,0,2,1,1,0,1,0,1,1,1,0,0,2,1,0,0,0,2,1,1,0,0,1,1,1,0,26,24,26,26,26,24,28,26,26,26,26,26,28,28,26,26,26,26,28,28,28,26,26,26,28,28,28,26,28,26
880133,910,2.959041392321,1933,5,0,0.833333333333,2,18,25.800000000000,30,0,2,1,0,0,0,2,2,0,1,0,1,2,0,1,0,2,1,0,1,0,2,1,1,1,1,0,1,2,0,22,22,26,28,28,28,26,22,26,28,28,28,26,28,26,26,24,24,24,24,26,26,26,24,28,26,26,26,26,26
880134,225,2.352182518111,480,5,0,0.633333333333,2,17,24.600000000000,31,0,0,0,2,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,2,0,0,1,0,1,1,1,24,24,24,24,24,24,24,24,24,26,26,26,24,24,22,22,24,26,26,26,24,26,26,24,24,26,24,24,26,26
880135,1950,3.290034611363,3997,5,0,1.033333333333,3,21,25.733333333333,31,0,1,3,2,0,0,0,2,3,0,1,1,2,1,0,1,1,1,2,1,1,1,2,1,1,1,0,2,0,0,24,24,26,26,26,26,26,24,24,24,26,28,28,28,28,26,24,24,24,26,26,26,28,26,28,26,26,26,24,24
880136,5005,3.699404081815,13196,5,0,1.100000000000,3,22,23.666666666667,31,0,1,2,0,1,0,2,2,1,0,1,3,3,0,2,1,0,2,0,1,1,1,1,1,1,0,2,2,1,1,24,24,24,24,24,24,22,24,22,20,20,20,20,20,24,24,24,26,26,26,26,24,24,26,24,22,26,24,26,26
880137,555,2.744292983123,1578,5,1,0.633333333333,2,16,24.000000000000,29,1,1,0,0,1,2,0,0,0,1,2,1,1,1,0,2,0,1,0,0,1,1,0,0,0,1,1,1,0,0,22,22,22,22,22,22,24,24,24,24,24,22,22,22,22,24,24,24,26,26,26,26,26,26,26,26,26,26,24,24
880138,37160,4.570075705322,102695,5,0,1.133333333333,4,21,25.266666666667,31,0,4,0,1,0,1,2,2,2,0,0,1,2,2,2,1,0,2,0,1,2,2,0,1,1,1,2,1,1,0,24,22,26,26,28,26,26,24,26,26,26,24,24,22,26,24,24,26,26,24,28,24,24,26,26,26,26,26,26,26
880139,10,1.000000000000,25,5,1,1.000000000000,2,24,25.200000000000,10,1,1,0,2,1,1,1,0,2,1,1,1,0,2,1,1,1,0,2,1,1,1,0,2,1,1,1,0,2,1,24,24,26,28,28,26,24,24,24,24,24,24,26,28,28,26,24,24,24,24,24,24,26,28,28,26,24,24,24,24
880140,915,2.961421094066,1938,5,0,0.933333333333,2,22,22.200000000000,31,0,1,1,2,0,1,1,1,1,0,1,0,2,2,0,0,1,1,1,1,0,1,1,1,1,1,2,0,2,2,24,24,22,20,20,20,22,24,24,24,24,22,20,24,22,22,24,22,22,24,24,22,22,22,22,20,20,18,22,24
880141,62245,4.794104471276,127780,5,1,1.200000000000,3,23,25.666666666667,31,1,0,1,1,2,1,1,2,2,0,2,2,2,1,1,1,2,0,2,3,1,0,0,0,2,1,1,2,2,0,24,24,24,26,24,28,26,26,28,24,24,24,26,24,26,28,26,26,22,24,26,28,28,28,26,28,26,28,24,24
880142,85,1.929418925714,212,5,0,0.633333333333,3,16,24.466666666667,30,0,0,1,1,0,1,0,0,2,1,1,1,1,0,0,0,0,1,1,0,1,3,0,0,1,1,1,0,0,1,28,28,28,26,26,28,26,26,26,22,22,22,22,24,24,24,24,24,22,24,24,26,24,24,24,22,22,24,24,24
880143,25,1.397940008672,56,5,1,0.466666666667,1,14,25.400000000000,23,1,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,26,24,24,24,24,24,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,24,24,24,24
880144,12180,4.085647288297,28563,5,2,0.933333333333,2,21,24.466666666667,31,2,0,1,2,1,2,0,0,1,2,0,1,0,1,1,0,1,1,1,2,0,0,1,1,0,2,2,1,1,1,24,24,26,26,26,26,26,26,24,24,26,26,26,26,26,26,26,24,24,22,22,22,22,20,22,22,24,26,24,26
880145,60,1.778151250384,123,5,1,0.733333333333,2,19,23.133333333333,29,1,1,1,0,2,0,1,0,0,1,0,1,1,0,2,0,1,1,0,1,1,0,1,0,1,1,1,1,0,2,24,24,22,22,22,22,22,24,24,24,22,24,22,24,22,22,22,24,24,24,24,24,24,24,24,24,24,22,22,22
880146,90,1.954242509439,217,5,2,0.533333333333,2,12,23.066666666667,29,2,0,0,0,0,2,0,0,0,1,2,0,0,0,1,1,0,0,0,1,2,1,0,0,0,1,0,1,0,1,24,24,24,24,24,24,24,24,24,24,24,22,22,22,20,20,22,22,22,24,24,22,24,24,24,22,22,22,24,24
880147,45,1.653212513775,108,5,0,0.366666666667,1,11,21.400000000000,28,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,22,22,22,22,24,24,24,24,22,20,20,20,20,22,22,22,22,22,22,22,22,20,20,20,20,20,20,20,20,20
880148,25,1.397940008672,56,5,0,0.500000000000,2,13,24.800000000000,22,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,2,0,0,0,0,2,0,1,0,1,1,24,22,24,24,26,24,26,26,26,26,26,24,24,26,24,24,26,24,24,26,26,26,26,26,24,24,22,24,24,26
880149,70,1.845098040014,197,5,0,0.766666666667,2,19,25.133333333333,31,0,1,1,2,1,0,1,1,0,1,1,0,1,1,0,1,1,1,2,0,0,0,2,1,0,1,0,2,1,0,26,24,24,24,24,26,26,26,26,26,26,26,26,26,26,24,22,22,22,26,26,26,26,24,24,26,26,26,26,26
880150,5030,3.701567985056,13221,5,1,1.266666666667,3,24,25.933333333333,31,1,2,1,1,0,2,0,2,2,2,0,1,1,2,2,1,1,3,0,1,0,1,2,3,1,0,1,3,1,1,26,26,28,26,26,24,24,26,28,26,24,24,26,24,26,24,22,26,28,28,28,28,28,28,24,26,26,24,26,28
880151,255,2.406540180434,510,5,2,0.733333333333,3,15,23.600000000000,30,2,0,0,0,0,2,0,3,0,2,0,1,0,0,1,2,0,1,0,1,1,1,2,1,0,1,1,0,0,0,26,26,26,26,26,24,20,20,20,18,22,22,24,24,24,24,24,24,24,24,22,22,24,22,22,24,26,26,26,26
880152,9220,3.964730921054,25603,5,1,1.333333333333,4,24,27.066666666667,30,1,2,1,1,2,1,0,1,2,3,1,0,0,1,4,1,2,0,0,2,1,2,1,2,1,1,0,1,2,4,28,28,26,26,28,28,28,26,26,28,28,28,28,28,24,22,26,28,28,28,28,28,26,26,28,28,28,26,26,28
880153,30,1.477121254720,61,5,0,0.466666666667,1,14,23.666666666667,23,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,24,24,24,24,24,24,24,24,24,24,24,24,22,22,22,22,22,26,26,26,26,26,22,22,22,22,22,24,24,24
880154,55,1.740362689494,118,5,0,0.733333333333,2,18,23.266666666667,31,0,1,0,2,1,0,1,1,1,1,1,2,1,0,0,1,1,0,0,0,2,0,1,0,1,0,1,1,2,0,24,22,24,24,24,24,22,24,24,22,24,24,24,22,22,22,22,24,24,24,22,22,22,24,24,24,22,24,24,24
880155,400,2.602059991328,911,5,0,0.333333333333,1,10,23.866666666667,29,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,26,26,26,26,24,24,26,24,24,26,24,24,24,24,22,24,22,24,22,22,24,22,22,24,24,22,22,24,24,24
880156,105,2.021189299070,232,5,1,0.766666666667,3,15,25.466666666667,29,1,0,1,0,2,0,0,1,0,2,1,0,1,0,3,0,0,0,1,2,0,0,1,1,2,0,0,1,0,3,26,26,26,26,26,26,26,26,26,26,26,26,24,24,24,26,26,26,26,26,24,24,26,26,26,26,26,24,24,24
880157,7105,3.851564082263,15296,5,3,0.966666666667,3,23,25.533333333333,30,3,0,1,1,2,2,1,0,0,2,2,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,24,24,24,26,24,26,28,26,26,26,22,24,26,28,28,28,28,26,26,26,26,26,28,26,26,24,24,22,24,24
880158,3325,3.521791649639,7420,5,2,1.133333333333,2,26,24.333333333333,31,2,1,1,2,1,1,0,2,1,1,0,1,2,1,1,2,1,1,1,2,1,1,1,2,1,1,0,0,2,1,24,24,22,24,26,24,24,24,24,26,26,28,26,22,20,26,26,22,24,22,22,20,22,24,24,28,28,28,26,24
880159,110,2.041392685158,237,5,0,0.900000000000,3,17,26.333333333333,29,0,1,2,2,0,0,2,3,0,1,1,2,1,0,0,1,1,3,0,0,0,0,3,0,0,1,1,1,0,1,26,26,26,28,26,26,28,26,26,26,28,28,28,26,26,24,24,24,28,28,28,28,24,24,24,26,26,26,28,28
880160,1415,3.150756439860,3462,5,0,0.966666666667,3,18,24.066666666667,31,0,0,2,2,0,0,1,0,3,0,0,0,1,2,0,1,2,3,1,1,3,1,0,0,0,2,1,1,1,1,26,26,26,26,26,26,24,24,20,24,24,24,24,24,22,20,20,22,22,20,26,26,26,26,26,24,24,24,24,26
880161,49750,4.696793085082,115285,5,1,1.100000000000,4,20,26.866666666667,31,1,2,2,0,0,0,2,4,1,0,0,1,2,0,1,1,2,3,1,1,0,0,3,1,0,0,1,2,1,1,26,26,28,28,28,28,28,26,28,28,28,28,26,26,26,26,26,26,28,28,26,26,26,26,28,28,28,24,26,26
880162,40,1.602059991328,103,5,2,0.666666666667,2,14,25.533333333333,28,2,2,0,0,1,1,1,0,0,0,1,1,0,0,1,1,2,0,0,0,2,1,0,0,0,2,2,0,0,0,26,26,24,24,26,26,26,26,26,26,26,26,26,26,24,24,24,26,26,26,26,26,26,26,26,24,24,26,26,26
880163,1910,3.281033367248,3957,5,1,0.866666666667,3,21,24.666666666667,31,1,0,2,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,2,0,1,2,0,0,1,1,3,1,0,1,26,26,26,26,26,24,24,24,24,24,26,26,26,26,26,24,22,24,22,24,24,26,26,26,24,22,24,22,24,26
880164,2440,3.387389826339,6535,5,0,0.933333333333,3,20,26.800000000000,30,0,3,0,2,1,0,1,1,2,0,0,2,1,1,2,0,0,1,1,1,0,1,0,2,1,0,2,1,1,1,26,22,24,24,28,28,28,28,28,26,26,28,26,26,28,28,28,28,28,28,28,28,28,26,26,26,24,26,28,28
880165,375,2.574031267728,886,5,0,0.733333333333,2,18,25.933333333333,29,0,2,0,1,1,0,1,1,2,1,0,1,0,1,0,0,2,0,1,1,1,0,0,1,1,1,2,0,1,0,22,24,26,26,28,28,26,24,24,24,26,26,28,28,26,26,28,26,26,28,26,26,26,26,24,26,24,26,26,28
880166,90,1.954242509439,217,5,1,0.933333333333,2,22,21.733333333333,30,1,0,1,1,1,1,1,1,0,2,1,1,1,0,2,1,0,2,1,1,1,0,1,1,2,2,0,0,0,2,22,22,24,22,20,20,22,20,20,20,22,20,20,22,22,20,20,22,22,24,24,24,22,20,18,22,24,24,24,24
880167,95,1.977723605289,222,5,0,0.700000000000,2,18,24.666666666667,30,0,2,1,0,1,0,1,1,0,1,0,2,1,1,0,2,0,1,1,0,1,1,0,1,0,1,0,1,1,0,26,24,22,22,24,24,26,26,26,24,24,22,24,22,24,24,24,24,26,26,26,28,28,26,26,24,24,24,26,24
880168,135,2.130333768495,390,5,1,0.733333333333,2,19,22.933333333333,31,1,1,1,0,0,1,0,1,0,1,1,1,2,1,1,1,0,0,1,1,0,1,1,0,2,0,0,0,1,2,22,24,24,26,26,26,26,26,24,22,20,16,22,22,24,26,26,26,24,22,22,22,20,20,20,22,22,22,22,22
880169,95060,4.977997809959,226131,5,3,1.433333333333,3,23,25.133333333333,31,3,0,0,1,3,2,1,1,1,3,2,1,0,1,2,1,3,0,1,2,1,3,3,0,1,0,0,3,3,1,24,26,26,26,26,24,22,22,22,24,24,26,28,28,24,24,26,26,26,28,26,22,24,26,28,28,28,24,22,24
880170,160,2.204119982656,415,5,1,0.600000000000,2,16,22.466666666667,31,1,0,0,1,0,1,1,1,0,1,1,0,0,0,2,1,0,0,1,1,1,0,0,0,2,0,1,1,1,0,26,26,26,26,24,24,24,22,20,20,20,20,20,20,20,22,22,22,24,24,22,22,22,22,22,22,22,24,22,22
880171,4170,3.620136054974,12361,5,1,1.066666666667,3,20,26.400000000000,31,1,2,1,1,1,2,0,1,1,2,1,2,3,0,0,0,1,2,2,0,2,0,3,0,0,2,1,1,0,0,26,26,26,26,28,28,28,28,28,22,24,24,28,28,28,28,28,28,26,26,26,26,26,26,26,26,24,26,26,26
880172,2235,3.349277527468,6330,5,1,0.866666666667,3,15,24.933333333333,31,1,0,2,2,0,0,0,2,2,0,0,1,2,0,1,2,0,1,0,0,3,0,3,0,1,1,0,2,0,0,24,24,26,22,24,24,24,24,28,28,28,28,26,24,24,28,26,26,24,24,22,20,22,24,24,26,26,26,26,26
880173,41270,4.615634468877,106805,5,2,1.166666666667,3,23,26.200000000000,31,2,0,1,3,1,0,1,0,1,2,1,2,1,1,3,0,1,1,1,2,0,2,0,2,1,1,2,1,0,2,24,24,24,24,28,26,28,26,26,24,24,26,24,26,26,28,28,28,28,28,26,28,28,26,24,26,28,26,26,28
880174,1155,3.062581984228,3202,5,1,0.633333333333,2,16,23.133333333333,30,1,0,0,2,1,0,0,1,1,1,0,1,1,1,1,2,0,0,0,1,1,0,0,0,1,2,0,1,0,0,24,24,24,26,24,24,24,24,24,22,22,24,22,20,22,24,24,24,24,22,22,22,22,22,24,22,22,22,24,24
880175,730,2.863322860120,1753,5,3,0.900000000000,3,20,24.533333333333,30,3,1,1,0,0,1,2,0,2,0,2,0,0,2,0,1,1,1,2,0,1,1,1,0,0,1,1,1,1,1,26,24,26,26,26,26,22,22,20,24,24,24,24,26,22,24,24,24,26,26,24,28,28,26,26,26,24,22,22,24
880176,2905,3.463146136726,7000,5,2,0.866666666667,2,20,24.066666666667,30,2,0,1,1,1,0,0,1,2,1,0,2,1,1,1,1,2,0,0,0,1,2,0,0,1,0,2,1,1,1,24,24,22,24,26,26,26,26,26,24,24,24,24,24,24,24,22,24,24,24,24,26,24,24,24,24,22,24,22,22
880177,30,1.477121254720,61,5,1,0.466666666667,2,10,26.000000000000,24,1,0,0,0,1,2,0,0,0,0,2,0,0,0,1,1,0,0,0,1,2,0,0,0,0,2,0,0,0,1,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
880178,27515,4.439569517147,60282,5,4,1.400000000000,4,22,25.466666666667,31,4,0,1,0,2,2,1,1,1,1,3,1,0,0,3,3,2,0,0,2,3,2,2,1,0,4,1,1,0,1,26,26,26,24,26,28,26,24,24,24,26,28,28,28,28,22,26,26,26,22,26,24,24,24,24,28,24,26,26,24
880179,80,1.903089986992,207,5,1,0.400000000000,1,12,22.533333333333,29,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,20,20,20,20,20,22,24,24,24,24,24,22,22,24,22,22,20,22,22,22,22,22,22,20,22,24,26,26,26,26
880180,4030,3.605305046141,8125,5,2,0.866666666667,2,18,24.666666666667,31,2,0,1,1,0,2,1,1,0,0,2,1,0,2,2,1,1,1,0,2,1,0,0,0,2,2,0,0,0,1,22,22,24,24,24,24,24,28,26,26,28,24,22,26,26,26,26,24,22,24,26,26,26,26,24,24,24,24,24,24
